resultId,raceId,driverId,constructorId,grid,position,positionText,positionOrder,points,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,constructorRef,constructor_name,constructor_nationality,driverRef,code,forename,surname,dob,driver_nationality,driver_name
22972,950,4,1,11,12,12,12,0.0,36,19,1:42.226,191.962,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
22973,950,18,1,12,13,13,13,0.0,46,3,1:40.298,195.652,1,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
22975,950,807,10,13,15,15,15,0.0,48,1,1:39.824,196.581,11,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
22983,951,3,131,1,1,1,1,25.0,52,1,1:39.094,212.452,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
22984,951,1,131,10,2,2,2,18.0,36,4,1:40.266,209.969,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
22985,951,8,6,3,3,3,3,15.0,47,3,1:40.101,210.315,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
22986,951,822,3,2,4,4,4,12.0,37,6,1:41.159,208.115,1,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
22987,951,13,3,4,5,5,5,10.0,52,2,1:39.743,211.070,1,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
22988,951,4,1,14,6,6,6,8.0,52,5,1:40.347,209.799,11,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
22991,951,815,10,6,9,9,9,2.0,47,10,1:41.897,206.608,11,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
22992,951,18,1,12,10,10,10,1.0,50,8,1:41.720,206.968,11,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
22993,951,817,9,5,11,11,11,0.0,46,7,1:41.179,208.074,11,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23001,951,830,5,9,\N,R,19,0.0,32,13,1:42.029,206.341,131,toro_rosso,Toro Rosso,Italian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23002,951,20,6,7,\N,R,20,0.0,\N,0,\N,\N,4,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23003,951,807,10,13,\N,R,21,0.0,\N,0,\N,\N,4,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23005,952,830,9,4,1,1,1,25.0,36,6,1:28.816,188.682,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23006,952,8,6,5,2,2,2,18.0,38,4,1:28.538,189.274,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23007,952,20,6,6,3,3,3,15.0,39,2,1:27.974,190.488,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23008,952,817,9,3,4,4,4,12.0,46,3,1:28.209,189.980,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23009,952,822,3,7,5,5,5,10.0,60,8,1:29.081,188.120,1,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23011,952,815,10,9,7,7,7,6.0,37,15,1:29.801,186.612,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23012,952,13,3,18,8,8,8,4.0,43,9,1:29.238,187.789,1,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23013,952,18,1,12,9,9,9,2.0,39,18,1:30.260,185.663,11,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23023,952,4,1,10,\N,R,19,0.0,41,13,1:29.750,186.718,5,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23024,952,807,10,11,\N,R,20,0.0,8,20,1:31.810,182.529,5,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23025,952,1,131,1,\N,R,21,0.0,\N,0,\N,\N,4,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23026,952,3,131,2,\N,R,22,0.0,\N,0,\N,\N,4,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23027,953,1,131,3,1,1,1,25.0,71,1,1:17.939,154.135,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23028,953,817,9,1,2,2,2,18.0,67,3,1:18.294,153.437,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23029,953,815,10,7,3,3,3,15.0,64,4,1:18.446,153.139,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23030,953,20,6,4,4,4,4,12.0,62,2,1:18.005,154.005,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23031,953,4,1,9,5,5,5,10.0,72,8,1:19.170,151.739,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23032,953,807,10,5,6,6,6,8.0,74,11,1:19.232,151.620,1,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23033,953,3,131,2,7,7,7,6.0,74,6,1:18.763,152.523,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23035,953,18,1,13,9,9,9,2.0,66,12,1:19.670,150.786,11,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23036,953,13,3,14,10,10,10,1.0,69,9,1:19.213,151.656,11,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23038,953,822,3,10,12,12,12,0.0,66,10,1:19.223,151.637,11,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23044,953,830,9,0,\N,R,18,0.0,34,18,1:26.563,138.779,3,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23047,953,8,6,11,\N,R,21,0.0,10,21,1:47.149,112.116,3,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23049,954,1,131,1,1,1,1,25.0,68,2,1:15.981,206.625,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23050,954,20,6,3,2,2,2,18.0,70,3,1:16.297,205.769,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23051,954,822,3,7,3,3,3,15.0,68,10,1:16.938,204.055,1,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23052,954,830,9,5,4,4,4,12.0,49,4,1:16.319,205.710,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23053,954,3,131,2,5,5,5,10.0,60,1,1:15.599,207.669,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23054,954,8,6,6,6,6,6,8.0,44,9,1:16.919,204.105,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23055,954,817,9,4,7,7,7,6.0,51,5,1:16.506,205.207,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23056,954,807,10,9,8,8,8,4.0,68,8,1:16.604,204.944,11,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23058,954,815,10,11,10,10,10,1.0,54,6,1:16.559,205.065,11,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23059,954,4,1,10,11,11,11,0.0,67,13,1:17.307,203.081,11,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23068,954,13,3,8,\N,R,20,0.0,32,14,1:17.424,202.774,31,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23070,954,18,1,12,\N,R,22,0.0,5,21,1:19.456,197.588,131,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23071,955,3,131,1,1,1,1,25.0,48,1,1:46.485,202.946,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23072,955,20,6,3,2,2,2,18.0,49,5,1:47.028,201.917,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23073,955,815,10,7,3,3,3,15.0,45,4,1:46.990,201.988,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23074,955,8,6,4,4,4,4,12.0,41,6,1:47.181,201.629,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23075,955,1,131,10,5,5,5,10.0,42,2,1:46.822,202.306,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23076,955,822,3,8,6,6,6,8.0,50,9,1:47.604,200.836,1,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23077,955,817,9,2,7,7,7,6.0,51,12,1:47.736,200.590,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23078,955,830,9,9,8,8,8,4.0,50,3,1:46.973,202.021,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23079,955,807,10,12,9,9,9,2.0,37,15,1:48.012,200.077,1,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23080,955,13,3,5,10,10,10,1.0,35,13,1:47.761,200.543,1,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23081,955,18,1,19,11,11,11,0.0,50,10,1:47.622,200.802,1,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23089,955,4,1,13,\N,R,19,0.0,27,18,1:49.101,198.080,6,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23093,956,1,131,1,1,1,1,25.0,67,1,1:08.411,227.647,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23094,956,830,9,8,2,2,2,18.0,69,5,1:09.618,223.700,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23095,956,8,6,4,3,3,3,15.0,66,4,1:08.876,226.110,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23096,956,3,131,6,4,4,4,12.0,66,2,1:08.491,227.381,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23097,956,817,9,5,5,5,5,10.0,66,3,1:08.770,226.459,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23098,956,18,1,3,6,6,6,8.0,70,9,1:10.001,222.476,1,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23101,956,822,3,7,9,9,9,2.0,55,12,1:10.210,221.814,11,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23109,956,815,10,16,17,17,17,0.0,66,10,1:10.120,222.099,23,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23110,956,4,1,14,18,18,18,0.0,44,20,1:11.020,219.284,84,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23111,956,807,10,2,19,19,19,0.0,53,14,1:10.309,221.502,23,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23112,956,13,3,0,20,20,20,0.0,59,7,1:09.899,222.801,23,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23113,956,20,6,9,\N,R,21,0.0,10,21,1:11.441,217.992,27,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23115,957,1,131,1,1,1,1,25.0,45,3,1:35.771,221.440,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23116,957,830,9,3,2,2,2,18.0,41,6,1:36.407,219.979,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23117,957,3,131,2,3,3,3,15.0,44,1,1:35.548,221.957,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23118,957,817,9,4,4,4,4,12.0,52,4,1:36.013,220.882,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23119,957,8,6,5,5,5,5,10.0,39,8,1:36.994,218.648,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23120,957,815,10,10,6,6,6,8.0,35,15,1:37.900,216.625,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23121,957,807,10,8,7,7,7,6.0,51,11,1:37.618,217.250,1,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23123,957,20,6,11,9,9,9,2.0,44,7,1:36.933,218.786,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23125,957,13,3,12,11,11,11,0.0,40,5,1:36.141,220.588,11,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23126,957,18,1,17,12,12,12,0.0,36,16,1:37.907,216.609,11,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23127,957,4,1,9,13,13,13,0.0,43,2,1:35.669,221.676,11,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23128,957,822,3,6,14,14,14,0.0,45,9,1:37.383,217.775,11,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23137,958,1,131,2,1,1,1,25.0,69,3,1:23.849,188.095,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23138,958,3,131,1,2,2,2,18.0,60,2,1:23.670,188.497,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23139,958,817,9,3,3,3,3,15.0,60,5,1:24.608,186.407,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23140,958,20,6,5,4,4,4,12.0,59,4,1:24.383,186.904,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23141,958,830,9,4,5,5,5,10.0,40,7,1:24.687,186.234,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23142,958,8,6,14,6,6,6,8.0,52,1,1:23.086,189.822,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23143,958,4,1,7,7,7,7,6.0,62,8,1:24.958,185.639,11,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23145,958,822,3,10,9,9,9,2.0,59,11,1:25.273,184.954,11,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23146,958,807,10,9,10,10,10,1.0,69,13,1:25.392,184.696,11,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23147,958,815,10,13,11,11,11,0.0,65,9,1:25.021,185.502,11,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23154,958,13,3,18,18,18,18,0.0,68,12,1:25.296,184.904,12,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23158,958,18,1,8,\N,R,22,0.0,9,21,1:26.744,181.817,44,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23159,959,1,131,2,1,1,1,25.0,52,3,1:18.746,209.107,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23160,959,817,9,3,2,2,2,18.0,48,1,1:18.442,209.918,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23161,959,830,9,4,3,3,3,15.0,47,4,1:18.910,208.673,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23162,959,3,131,1,4,4,4,12.0,51,5,1:19.122,208.114,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23163,959,20,6,6,5,5,5,10.0,48,2,1:18.710,209.203,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23164,959,8,6,5,6,6,6,8.0,36,6,1:19.572,206.937,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23165,959,807,10,8,7,7,7,6.0,46,12,1:20.056,205.686,1,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23166,959,18,1,12,8,8,8,4.0,48,9,1:19.781,206.395,11,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23167,959,822,3,7,9,9,9,2.0,36,15,1:20.442,204.699,11,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23168,959,815,10,9,10,10,10,1.0,46,8,1:19.606,206.848,11,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23170,959,4,1,13,12,12,12,0.0,50,13,1:20.132,205.490,11,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23180,959,13,3,10,\N,R,22,0.0,31,20,1:21.476,202.101,22,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23181,960,3,131,1,1,1,1,25.0,11,2,1:51.746,225.640,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23182,960,817,9,5,2,2,2,18.0,11,4,1:52.461,224.205,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23183,960,1,131,21,3,3,3,15.0,40,1,1:51.583,225.969,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23184,960,807,10,7,4,4,4,12.0,41,10,1:53.530,222.094,1,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23185,960,815,10,6,5,5,5,10.0,34,8,1:53.414,222.321,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23186,960,20,6,4,6,6,6,8.0,35,5,1:52.728,223.674,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23187,960,4,1,22,7,7,7,6.0,43,15,1:54.484,220.243,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23188,960,822,3,8,8,8,8,4.0,31,12,1:54.120,220.946,1,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23189,960,8,6,3,9,9,9,2.0,27,9,1:53.498,222.157,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23190,960,13,3,10,10,10,10,1.0,25,14,1:54.342,220.517,1,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23191,960,830,9,2,11,11,11,0.0,32,7,1:53.281,222.582,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23201,960,18,1,9,\N,R,21,0.0,\N,0,\N,\N,130,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23203,961,3,131,2,1,1,1,25.0,26,9,1:26.599,240.820,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23204,961,1,131,1,2,2,2,18.0,27,4,1:26.303,241.646,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23205,961,20,6,3,3,3,3,15.0,48,5,1:26.310,241.626,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23206,961,8,6,4,4,4,4,12.0,50,3,1:26.016,242.452,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23207,961,817,9,6,5,5,5,10.0,52,2,1:25.919,242.726,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23208,961,822,3,5,6,6,6,8.0,46,10,1:26.708,240.517,1,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23209,961,830,9,7,7,7,7,6.0,50,8,1:26.405,241.361,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23210,961,815,10,8,8,8,8,4.0,40,12,1:26.920,239.930,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23211,961,13,3,11,9,9,9,2.0,50,7,1:26.400,241.375,1,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23212,961,807,10,9,10,10,10,1.0,40,13,1:26.954,239.837,1,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23214,961,18,1,14,12,12,12,0.0,40,6,1:26.354,241.503,11,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23216,961,4,1,12,14,14,14,0.0,51,1,1:25.340,244.373,11,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23225,962,3,131,1,1,1,1,25.0,38,6,1:50.296,165.318,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23226,962,817,9,2,2,2,2,18.0,49,1,1:47.187,170.113,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23227,962,1,131,3,3,3,3,15.0,52,3,1:47.752,169.221,1,mercedes,Mercedes,German,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
23228,962,8,6,5,4,4,4,12.0,51,4,1:48.204,168.515,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23229,962,20,6,22,5,5,5,10.0,45,2,1:47.345,169.863,1,ferrari,Ferrari,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
23230,962,830,9,4,6,6,6,8.0,46,5,1:49.050,167.207,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23231,962,4,1,9,7,7,7,6.0,49,12,1:51.249,163.902,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23232,962,815,10,17,8,8,8,4.0,34,15,1:51.517,163.508,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23236,962,13,3,11,12,12,12,0.0,53,14,1:51.455,163.599,11,williams,Williams,British,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
23243,962,18,1,12,\N,R,19,0.0,18,16,1:51.631,163.341,23,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
23244,962,822,3,10,\N,R,20,0.0,17,13,1:51.368,163.727,25,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23245,962,807,10,8,\N,R,21,0.0,\N,0,\N,\N,4,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23247,963,817,9,4,1,1,1,25.0,44,3,1:37.449,204.771,1,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,Daniel Ricciardo
23248,963,830,9,3,2,2,2,18.0,44,2,1:37.376,204.925,1,red_bull,Red Bull,Austrian,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,Max Verstappen
23249,963,3,131,2,3,3,3,15.0,44,1,1:36.424,206.948,1,mercedes,Mercedes,German,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
23250,963,8,6,6,4,4,4,12.0,47,4,1:37.466,204.736,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
23251,963,822,3,11,5,5,5,10.0,53,9,1:39.199,201.159,1,williams,Williams,British,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,Valtteri Bottas
23252,963,815,10,7,6,6,6,8.0,51,11,1:39.328,200.898,1,force_india,Force India,Indian,perez,PER,Sergio,Pérez,1990-01-26,Mexican,Sergio Pérez
23253,963,4,1,22,7,7,7,6.0,44,6,1:38.291,203.017,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
23254,963,807,10,8,8,8,8,4.0,43,5,1:37.793,204.051,1,force_india,Force India,Indian,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,Nico Hülkenberg
23255,963,18,1,9,9,9,9,2.0,51,8,1:38.740,202.094,1,mclaren,McLaren,British,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
